"CODUSU","NRO_HOGAR","COMPONENTE","imp"
"TQRMNOQQRHJKKSCDEHPJB00795791",1,2,2
"TQRMNOQQRHJKKSCDEHPJB00795791",1,3,6
"TQRMNOSTXHJMMLCDEIIAD00795814",1,1,3
"TQRMNOQTQHKKLLCDEIIAD00795815",1,1,10
"TQRMNOQTRHKKLLCDEIIAD00791439",1,1,15
"TQRMNOQTRHKKLLCDEIIAD00791439",1,2,17
"TQRMNOSSRHKKLMCDEIIAD00791446",1,1,15
"TQRMNOQYVHLMLUCDEIIAD00718345",1,1,13
"TQRMNOPWTHKMLLCDEGLDF00789463",1,2,3
"TQRMNOPTUHJMKUCDEGLDF00795841",1,2,6
"TQRMNOPTUHJMKUCDEGLDF00795841",1,3,8
"TQRMNOPVWHMKLLCDEGLDF00716517",1,1,4
"TQRMNOPQRHMOLMCDEGLDF00713084",1,1,5
"TQRMNOPQRHMOLMCDEGLDF00713084",1,2,7
"TQRMNOPQRHMOLMCDEGLDF00713084",1,3,5
"TQRMNOPQRHMOLMCDEGLDF00713084",1,4,3
"TQRMNOPPYHLOLOCDEGLDF00716507",1,1,1
"TQRMNORUYHLMKSCDEGJBF00716252",1,2,7
"TQRMNOPPQHMMLNCDEGJBF00712859",1,3,8
"TQRMNOPQWHMMLPCDEGJBF00712861",2,1,1
"TQRMNOPQWHMMLPCDEGJBF00712861",2,2,8
"TQRMNORVVHLMLMCDEGJBF00716254",1,1,4
"TQRMNORVVHLMLMCDEGJBF00716254",1,2,8
"TQRMNORQQHMNLNCDEHGHJ00713795",1,4,5
"TQRMNOQQYHJMLNCDEHGHJ00795897",1,1,1
"TQRMNOSSUHJMKMCDEFKID00795898",1,1,6
"TQRMNOSTRHMMLMCDEHPJB00790848",1,1,1
"TQRMNOSTRHMMLMCDEHPJB00790848",1,4,2
"TQRMNOPXVHKMPUCDEIJAH00792189",1,3,14
"TQRMNOQYXHKKKPCDEHJGH00790126",1,2,4
"TQRMNOPWVHMLKPCDEHJGH00795932",1,1,2
"TQRMNOPWVHMLKPCDEHJGH00795932",1,2,7
"TQRMNOPXPHMLKPCDEHJGH00714432",1,1,1
"TQRMNOPXPHMLKPCDEHJGH00714432",1,2,2
"TQRMNORQVHMMKQCDEHJGH00714210",1,1,2
"TQRMNORQVHJNKOCDEHJGH00795933",1,1,2
"TQRMNORQVHJNKOCDEHJGH00795933",1,2,4
"TQRMNORQVHJNKOCDEHJGH00795933",1,3,2
"TQRMNOPWQHMLKNCDEFNFF00715332",1,1,6
"TQRMNOPWQHMLKNCDEFNFF00715332",1,2,3
"TQRMNOPYXHKKKMCDEFNFF00788203",1,1,3
"TQRMNOPQUHMKKOCDEFNFF00714018",1,2,2
"TQRMNOQQYHLOKQCDEGNFJ00795965",1,1,0
"TQRMNOPSPHLLKSCDEGNFJ00795966",1,1,4
"TQRMNOUPQHMNNTCDEIIAD00718396",1,1,9
"TQRMNOTPUHKOKQCDEIHJF00795999",1,1,1
"TQRMNOTPUHKOKQCDEIHJF00795999",1,2,4
"TQRMNOQYRHMLKPCDEIHJF00714419",1,1,3
"TQRMNOQYRHMLKPCDEIHJF00714419",1,3,5
"TQRMNOTUYHJOKPCDEIHJF00796000",1,1,5
"TQRMNOQRVHLLKQCDEIHJF00796001",1,1,3
"TQRMNOQRVHLLKQCDEIHJF00796001",1,2,4
"TQRMNOPYUHJMKRCDEIHJF00796002",1,1,9
"TQRMNOQRRHMOKRCDEIHJF00714441",1,1,4
"TQRMNOQQWHKOKRCDEGOIH00789766",1,1,2
"TQRMNOQQWHKOKRCDEGOIH00789766",1,2,1
"TQRMNOPVYHJNKOCDEHJGH00796030",1,1,3
"TQRMNOPVYHJNKOCDEHJGH00796030",1,2,5
"TQRMNOPVYHJNKOCDEHJGH00796030",1,3,0
"TQRMNOPPYHJMKPCDEHJGH00796031",1,1,2
"TQRMNOQXVHJLKQCDEHJGH00796032",1,4,3
"TQRMNOQSQHKMKNCDEGKDB00789206",1,1,7
"TQRMNOQSQHKMKNCDEGKDB00789206",1,2,11
"TQRMNOPYQHKLKNCDEGLDF00796054",1,3,12
"TQRMNOSYXHMMLOCDEHLEH00713714",1,1,1
"TQRMNOSYXHMMLOCDEHLEH00713714",1,2,3
"TQSMNOPUXHKOKPCDEGLDF00789498",1,2,3
"TQRMNOSQUHMOLRCDEHNHB00713065",1,4,9
"TQRMNOPYSHJMLRCDEHNHB00796087",1,1,2
"TQRMNOPYSHJMLRCDEHNHB00796087",1,2,1
"TQRMNOSWRHKLLSCDEHNHB00796088",1,1,2
"TQRMNOVPVHLNOMCDEIIAD00796090",1,1,6
"TQRMNOQYPHKOKTCDEHPJB00790823",1,2,4
"TQRMNOPPWHMLKUCDEFLID00714100",1,1,5
"TQRMNOQVXHKOLNCDEFLID00787748",1,2,5
"TQRMNOSUVHJMLNCDEGGFB00795686",1,3,9
"TQRMNOSUVHJMLNCDEGGFB00795686",1,4,12
"TQRMNOSUYHJMLNCDEGGFB00795687",1,1,7
"TQRMNOSUYHJMLNCDEGGFB00795687",1,2,7
"TQRMNOSPWHKOLMCDEGGFB00788635",1,2,5
"TQRMNOPWUHLMLPCDEGGFB00715694",1,1,5
"TQRMNOQRYHJMLQCDEGGFB00795688",2,1,2
"TQRMNOPWQHMNLNCDEIGED00718034",1,1,6
"TQRMNORSPHMMLPCDEIGED00712881",1,2,4
"TQRMNORQSHMKLQCDEIGED00708720",2,1,8
"TQRMNORQSHMKLQCDEIGED00708720",2,2,8
"TQRMNOPUWHMMKNCDEHLEH00712885",1,1,1
"TQRMNOSSWHLNMMCDEGGFB00715740",1,1,7
"TQRMNOSSWHLNMMCDEGGFB00715740",1,2,4
"TQSMNOQUUHKMMLCDEGGFB00788677",1,1,3
"TQRMNOPXSHJLKRCDEHMHF00795742",1,1,2
"TQRMNOPXSHJLKRCDEHMHF00795742",1,3,4
"TQRMNOQTUHMMKSCDEHMHF00714257",1,1,7
"TQRMNOPYQHMMKTCDEHMHF00714258",1,2,7
"TQRMNOPSTHMOLNCDEHNHB00714277",1,3,10
"TQRMNOPSTHMOLNCDEHNHB00714277",1,4,4
"TQRMNORSRHMOLNCDEHNHB00712674",2,1,1
"TQRMNORSRHMOLNCDEHNHB00712674",2,2,1
"TQRMNOQSSHKOKTCDEFNFF00788178",1,1,7
"TQRMNOTVWHJOLOCDEFNFF00795765",1,1,1
"TQRMNOQQTHJMLPCDEFNFF00795766",1,1,5
"TQRMNOQQTHJMLPCDEFNFF00795766",1,2,9
"TQRMNOPYTHLNLMCDEIMBF00781202",1,1,7
"TQRMNOTQUHMMLNCDEHPJB00713756",1,1,1
"TQRMNOTQUHMMLNCDEHPJB00713756",1,2,1
"TQRMNOTQUHMMLNCDEHPJB00713756",1,3,0
"TQRMNORRYHJMKUCDEHPJB00795793",1,1,3
"TQRMNOSTSHKOMSCDEIJAH00792205",1,1,11
"TQRMNOSYXHKOMTCDEIJAH00791813",1,1,5
"TQRMNOSYXHKOMTCDEIJAH00791813",1,2,8
"TQRMNOSYXHKOMTCDEIJAH00791813",1,3,15
"TQRMNOPTSHMMNLCDEIJAH00713133",1,1,5
"TQRMNOPTSHMMNLCDEIJAH00713133",1,2,15
"TQRMNOPUTHMMLOCDEIIAD00718253",1,2,12
"TQRMNOSVRHMMLOCDEIIAD00713912",1,1,4
"TQRMNOSVRHMMLOCDEIIAD00713912",1,2,8
"TQRMNOQYUHMKLPCDEIIAD00718254",1,1,9
"TQRMNOQYUHMKLPCDEIIAD00718254",1,2,5
"TQRMNOQVVHKMKRCDEIJAH00791705",1,1,4
"TQRMNOPQSHMLQSCDEIJAH00713765",1,1,16
"TQRMNOPQSHMLQSCDEIJAH00713765",1,2,10
"TQRMNOPQSHMLQSCDEIJAH00713765",1,3,11
"TQRMNORQRHJMRLCDEIJAH00795844",1,1,7
"TQRMNORVVHLMLMCDEGJBF00716254",1,3,7
"TQRMNORWSHKLLLCDEGJBF00788938",1,1,7
"TQRMNOPTPHJNKNCDEIMBF00795872",1,1,11
"TQRMNOPPRHKNKNCDEIMBF00792609",1,2,10
"TQRMNORYYHMORPCDEIJAH00719625",1,1,4
"TQRMNORYYHMORPCDEIJAH00719625",1,3,14
"TQRMNORQYHLMRLCDEIJAH00780415",1,1,9
"TQRMNORQYHLMRLCDEIJAH00780415",1,3,11
"TQRMNOQTUHKMQOCDEIJAH00795873",1,1,6
"TQRMNOTPYHLNQSCDEIJAH00719581",1,1,5
"TQRMNOTPYHLNQSCDEIJAH00719581",1,2,17
"TQRMNOQXYHMOKUCDEGIBJ00713068",1,1,6
"TQRMNOQXYHMOKUCDEGIBJ00713068",1,2,4
"TQRMNOQXYHMOKUCDEGIBJ00713068",1,3,5
"TQRMNOQXYHMOKUCDEGIBJ00713068",1,4,6
"TQRMNOQXYHJOLOCDEGIBJ00795899",1,1,2
"TQRMNOQXYHJOLOCDEGIBJ00795899",1,2,9
"TQRMNOQXYHJOLOCDEGIBJ00795899",1,3,5
"TQRMNORWWHLMLOCDEGIBJ00715982",1,2,7
"TQRMNORQYHKMLLCDEGIBJ00788779",1,1,7
"TQRMNORURHKOKQCDEIHJF00791211",1,1,2
"TQRMNOSQRHMLKUCDEFJAH00713486",2,1,4
"TQRMNOQRQHJMLQCDEFJAH00795936",1,1,4
"TQRMNOQYWHKKKMCDEGNFJ00789516",1,1,1
"TQRMNOQSWHMLKOCDEGNFJ00713994",1,1,5
"TQRMNOQSWHMLKOCDEGNFJ00713994",1,2,10
"TQRMNORTWHKOKNCDEGNFJ00789609",1,2,7
"TQRMNOTSPHJOKQCDEGNFJ00795969",1,1,6
"TQRMNOPSQHMOKSCDEGNFJ00713869",1,2,12
"TQRMNOPTUHKMKQCDEGGFB00788744",1,1,6
"TQRMNOTRTHKOKRCDEIHJF00796003",1,1,5
"TQRMNORPTHLLQLCDEIJAH00718889",1,1,7
"TQRMNOSPTHJOKMCDEGOIH00796005",1,2,2
"TQRMNOPWYHKLKSCDEHJGH00790211",1,1,3
"TQRMNOPWYHKLKSCDEHJGH00790211",1,2,1
"TQRMNOPSTHJKKSCDEHJGH00796034",1,1,4
"TQRMNOPSTHJKKSCDEHJGH00796034",1,2,4
"TQRMNOQXYHKMKTCDEHJGH00790286",1,3,3
"TQRMNOQXYHKMKTCDEHJGH00790286",1,4,1
"TQRMNOPUXHKOKPCDEGLDF00789501",1,2,8
"TQRMNORWPHKMLQCDEHLEH00790364",1,1,3
"TQRMNORWPHKMLQCDEHLEH00790364",1,4,3
"TQRMNORWPHKMLQCDEHLEH00790364",1,5,2
"TQRMNORWPHKMLQCDEHLEH00790364",1,8,4
"TQRMNOQSXHKKKMCDEGGFB00788740",1,1,8
"TQRMNOQSXHKKKMCDEGGFB00788740",1,2,5
"TQRMNORQRHMMKQCDEGGFB00714413",1,1,4
"TQRMNORQRHMMKQCDEGGFB00714413",1,2,2
"TQRMNOSSVHJMOMCDEIIAD00796091",1,1,9
"TQRMNOSSVHJMOMCDEIIAD00796091",1,2,10
"TQRMNOPPYHJLONCDEIIAD00796092",1,3,14
"TQRMNOSQVHLMLMCDEIJAH00796093",1,1,7
"TQRMNOPRYHJNLUCDEIJAH00796094",1,1,4
"TQRMNORXRHKMLPCDEIJAH00791941",1,1,11
"TQRMNOPVTHKOKQCDEFJAH00787456",1,1,5
"TQRMNOPWPHMOLQCDEFLID00714436",1,1,9
"TQRMNOPWPHMOLQCDEFLID00714436",1,2,6
"TQRMNOPWPHMOLQCDEFLID00714436",1,3,13
"TQRMNOQWSHKOLTCDEFLID00787807",1,3,13
"TQRMNOQXXHKNLQCDEFNFF00788098",1,1,3
"TQRMNOPRSHJMLOCDEGGFB00796121",1,1,5
"TQRMNOPRVHLNKMCDEGKDB00716282",1,2,10
"TQRMNOQRYHJMLQCDEGGFB00795688",2,2,1
"TQRMNOQQSHJNLTCDEGGFB00795689",1,1,6
"TQRMNOQQSHJNLTCDEGGFB00795689",1,2,3
"TQRMNOQQSHJNLTCDEGGFB00795689",1,3,7
"TQRMNORVQHLMLQCDEHJGH00717179",1,1,1
"TQRMNORPRHMMLRCDEHJGH00714270",1,1,2
"TQRMNORPRHMMLRCDEHJGH00714270",1,2,5
"TQRMNORPRHMMLRCDEHJGH00714270",1,3,1
"TQRMNORPRHMMLRCDEHJGH00714270",1,4,6
"TQSMNOQUUHKMMLCDEGGFB00788677",1,2,3
"TQSMNOQUUHKMMLCDEGGFB00788677",1,3,5
"TQRMNOUYSHKMMLCDEGGFB00788661",1,1,8
"TQRMNOUYSHKMMLCDEGGFB00788661",1,2,7
"TQSMNOVYWHKMMLCDEGGFB00788697",1,1,1
"TQRMNOTWRHKOKNCDEGGFB00795716",1,1,2
"TQRMNOTWRHKOKNCDEGGFB00795716",1,2,5
"TQRMNORSRHKMKNCDEGGFB00788692",1,1,6
"TQRMNOPQQHKMLLCDEHNHB00790623",1,1,2
"TQRMNOPQQHKMLLCDEHNHB00790623",1,2,4
"TQRMNOPQRHKMLLCDEHNHB00790625",1,1,4
"TQRMNORRUHKOLPCDEFLID00787779",1,1,10
"TQRMNOTQPHJMLOCDEHJGH00795744",1,3,6
"TQRMNOTQPHJMLOCDEHJGH00795744",1,4,3
"TQRMNOPYTHLNLMCDEIMBF00781202",1,2,3
"TQRMNOPYVHLNLMCDEIMBF00719980",1,1,7
"TQRMNOPYVHLNLMCDEIMBF00719980",1,2,8
"TQRMNOPWWHLMLOCDEIMBF00719982",1,2,4
"TQRMNOTPSHLLLOCDEFLID00715112",1,1,5
"TQRMNOTPSHLLLOCDEFLID00715112",1,2,13
"TQRMNOQPQHLOKTCDEFLID00714987",1,1,11
"TQRMNOQPQHLOKTCDEFLID00714987",1,2,10
"TQRMNOPVVHMMKQCDEFLID00714096",1,1,10
"TQRMNOTRVHJLLLCDEFLID00795794",1,1,6
"TQRMNOQVVHKMKRCDEIJAH00791705",1,4,14
"TQRMNOQXQHJLKSCDEIJAH00795816",1,1,9
"TQRMNOQXQHJLKSCDEIJAH00795816",1,2,8
"TQRMNORUVHLLKQCDEIJAH00718720",1,1,10
"TQRMNOQXRHJMLMCDEIJAH00795817",51,1,13
"TQRMNOPUXHMMLLCDEIJAH00792251",1,1,8
"TQRMNOPUXHMMLLCDEIJAH00792251",1,2,8
"TQRMNORUQHMMLLCDEIJAH00791924",1,1,5
"TQRMNORUQHMMLLCDEIJAH00791924",1,2,9
"TQRMNOPQSHLOKQCDEOJAH00720418",1,2,10
"TQRMNORWVHMOKPCDEGJBF00713789",1,1,7
"TQSMNOPXUHJMKRCDEGJBF00795847",1,1,6
"TQRMNORWXHMOKRCDEGJBF00713023",1,1,4
"TQRMNORWXHMOKRCDEGJBF00713023",1,2,10
"TQRMNORWXHMOKRCDEGJBF00713023",1,3,10
"TQRMNOSSSHLOKQCDEGJBF00716272",1,1,7
"TQRMNOSSSHLOKQCDEGJBF00716272",1,2,10
"TQRMNOSSSHLOKQCDEGJBF00716272",1,3,6
"TQRMNORXQHLNRMCDEIJAH00719597",1,1,10
"TQRMNORXQHLNRMCDEIJAH00719597",1,2,7
"TQRMNORYTHLORNCDEIJAH00795874",1,2,12
"TQRMNORQPHKKQTCDEIJAH00795875",1,1,6
"TQRMNORQPHKKQTCDEIJAH00795875",1,2,14
"TQRMNORQTHKKQTCDEIJAH00795876",1,2,16
"TQRMNORQYHKMLLCDEGIBJ00788779",1,2,5
"TQRMNOYVYHKMKRCDEFPCH00788438",1,1,1
"TQRMNOYVYHKMKRCDEFPCH00788438",1,2,2
"TQRMNORQPHKNKMCDEIGED00791063",1,2,11
"TQRMNORRWHMMKQCDEIGED00712959",1,1,3
"TQRMNOPXQHLOLTCDEFJAH00795939",1,2,13
"TQRMNORYVHLOLTCDEFJAH00714724",1,1,7
"TQRMNORYVHLOLTCDEFJAH00714724",1,2,7
"TQRMNOPTUHKMKQCDEGGFB00788744",1,2,4
"TQRMNOQWPHLMLLCDEGGFB00715725",2,1,2
"TQRMNOTQRHKOKRCDEGGFB00788510",1,1,2
"TQRMNOTWTHLOLMCDEGGFB00715726",1,1,2
"TQRMNOPVYHMNLMCDEGGFB00714429",1,1,5
"TQRMNOPRVHKMKTCDEGGFB00788563",1,1,7
"TQRMNORWQHJLKTCDEHPJB00796006",1,2,4
"TQRMNOSSUHKMKTCDEHJGH00796035",1,1,2
"TQRMNOQXWHLNKUCDEHJGH00778735",1,1,2
"TQRMNOQPSHLMLLCDEOJAH00796036",1,1,8
"TQRMNOPUQHKOLNCDEOJAH00793002",1,1,6
"TQRMNOPUQHKOLNCDEOJAH00793002",1,2,6
"TQRMNOPUQHKOLNCDEOJAH00793002",1,3,3
"TQRMNOURTHJKKMCDEHJGH00796037",1,1,2
"TQRMNOQQQHLKKMCDEHJGH00717189",1,1,4
"TQRMNOPPRHJKKUCDEIGED00796055",1,1,6
"TQRMNORSWHMOKSCDEFLID00714371",1,1,2
"TQRMNORSWHMOKSCDEFLID00714371",1,2,8
"TQRMNORRRHLMNRCDEIIAD00779952",1,1,11
"TQRMNOPYXHMOKNCDEFIAH00713670",1,2,18
"TQRMNORUYHMOKNCDEFIAH00714592",1,1,6
"TQRMNOPVTHKOKQCDEFJAH00787456",1,2,10
"TQRMNOQXTHJMLMCDEFJAH00796095",1,1,3
"TQRMNOPXUHKOLPCDEFJAH00787511",1,1,4
"TQRMNOPTRHKMLNCDEIKAH00792539",1,1,8
"TQRMNOPRPHMLKSCDEFPCH00713883",1,1,2
"TQRMNOQSYHLMKQCDEFPCH00715614",1,1,6
"TQRMNOPRVHLNKMCDEGKDB00716282",1,4,6
"TQRMNOTXUHKOLNCDEGLDF00789433",1,2,9
"TQRMNOTXUHKOLNCDEGLDF00789433",1,3,5
"TQRMNOPYXHMOLPCDEGOIH00716718",1,1,3
"TQRMNOPYXHMOLPCDEGOIH00716718",1,2,4
"TQRMNORPYHMOLPCDEGOIH00714204",1,1,2
"TQRMNOQVYHLLLQCDEGOIH00716723",1,2,4
"TQRMNOQVYHLLLQCDEGOIH00716723",1,3,2
"TQRMNOTRUHLLLQCDEGOIH00716724",1,1,2
"TQRMNOQXTHMOLQCDEGNFJ00714074",1,1,4
"TQRMNOQXTHMOLQCDEGNFJ00714074",1,4,6
"TQRMNOQXTHMOLQCDEGNFJ00714074",1,5,10
"TQRMNORURHMLKMCDEOJAH00714380",1,1,8
"TQRMNOSWSHKNKMCDEGGFB00795717",1,1,2
"TQRMNOPRYHKKKOCDEGGFB00788672",1,1,1
"TQRMNOQSWHMOKMCDEFNFF00713090",1,2,3
"TQRMNORUQHMLLOCDEHPJB00713757",1,1,0
"TQRMNORUQHMLLOCDEHPJB00713757",1,2,0
"TQRMNORUQHMLLOCDEHPJB00713757",1,3,2
"TQRMNOTXSHKOKTCDEHPJB00790830",1,1,2
"TQRMNOVRSHKOKTCDEHPJB00790825",1,1,5
"TQRMNOPPQHJMLOCDEHPJB00795718",1,1,1
"TQRMNOPPQHJMLOCDEHPJB00795718",1,2,4
"TQRMNOSYTHJMLQCDEHJGH00795745",1,1,2
"TQRMNORYRHMNLTCDEHJGH00714294",1,1,4
"TQRMNORYRHMNLTCDEHJGH00714294",1,3,2
"TQRMNORYRHMNLTCDEHJGH00714294",1,5,2
"TQRMNOPVPHLMLUCDEHJGH00717143",1,1,3
"TQRMNOPVPHLMLUCDEHJGH00717143",1,2,4
"TQRMNOQXRHKOLNCDEFLID00787772",1,2,9
"TQRMNOQXRHKOLNCDEFLID00787772",1,3,16
"TQRMNOQXYHKOLNCDEFLID00787771",1,4,12
"TQRMNOPWYHKOLPCDEFLID00787768",1,1,7
"TQRMNOPWYHKOLPCDEFLID00787768",1,5,7
"TQRMNORUTHMOLMCDEFLID00714025",1,2,9
"TQRMNORTTHLOKUCDEFLID00714990",1,4,10
"TQRMNORSXHKKLLCDEFLID00795795",1,2,9
"TQRMNOQTVHMLKUCDEFLID00714250",1,3,9
"TQRMNOQWUHJOKNCDEIKAH00795797",1,1,8
"TQRMNORURHMMLLCDEIJAH00795818",1,1,4
"TQRMNORURHMMLLCDEIJAH00795818",1,2,14
"TQRMNOPYUHKMLNCDEIJAH00792024",1,1,8
"TQRMNOPYUHKMLNCDEIJAH00792024",1,2,8
"TQRMNOPYWHKMLNCDEIJAH00795819",1,1,11
"TQRMNOPYWHKMLNCDEIJAH00795819",1,2,8
"TQRMNOPPQHLOKTCDEIJAH00719666",1,1,8
"TQSMNOQRSHMKMTCDEIIAD00718650",1,1,13
"TQSMNOQRSHMKMTCDEIIAD00718650",1,2,18
"TQRMNOSYVHLKMQCDEIIAD00718651",1,1,7
"TQRMNOSYVHLKMQCDEIIAD00718651",1,2,12
"TQRMNOPTXHMOKTCDEGJBF00713790",1,1,6
"TQRMNOPTXHMOKTCDEGJBF00713790",1,2,8
"TQRMNOPTXHMOKTCDEGJBF00713790",1,3,12
"TQRMNOPTXHMOKTCDEGJBF00713790",1,4,8
"TQRMNOPTXHMOKTCDEGJBF00713790",1,5,9
"TQRMNORSYHMNKNCDEIHJF00713959",1,1,4
"TQRMNOSQRHMMKQCDEIHJF00791212",1,1,4
"TQRMNOSRSHLOKRCDEIHJF00718184",1,1,2
"TQRMNOPYUHJMSLCDEIJAH00795879",1,1,7
"TQRMNOQXQHMLSNCDEIJAH00719621",1,2,14
"TQRMNOQSPHJOSQCDEIJAH00795880",1,1,7
"TQRMNOQSPHJOSQCDEIJAH00795880",1,2,5
"TQRMNOSXXHLNKNCDEIGED00718025",1,1,8
"TQRMNOSXXHLNKNCDEIGED00718025",1,2,6
"TQSMNOQUSHJMKPCDEIGED00795900",1,1,5
"TQRMNOPUTHKKKNCDEGPDJ00789843",1,1,2
"TQRMNOPUTHKKKNCDEGPDJ00789843",1,4,5
"TQRMNOPPWHKOKOCDEGPDJ00789863",1,1,0
"TQRMNOPRWHMLLNCDEGPDJ00713613",1,2,4
"TQRMNOSRVHLMMLCDEGJBF00716036",1,1,4
"TQRMNOSRVHLMMLCDEGJBF00716036",1,2,6
"TQRMNOPXRHKMLRCDEGJBF00789012",1,1,6
"TQRMNOPXRHKMLRCDEGJBF00789012",1,2,8
"TQRMNORSVHKMLRCDEGJBF00789025",1,1,6
"TQRMNOQYSHJNMLCDEGJBF00795941",1,1,6
"TQRMNOSWWHJOKPCDEFKID00795972",1,3,7
"TQRMNOSRQHMOKPCDEFKID00713837",1,1,6
"TQRMNOSQQHJMKSCDEGPDJ00795973",1,2,4
"TQRMNORSXHKKKQCDEFKID00787644",1,2,9
"TQRMNOPPYHJKLMCDEHPJB00796007",1,1,0
"TQRMNOPYYHKOLOCDEFIAH00787342",1,2,8
"TQRMNOSTUHKLSRCDEIJAH00791891",1,1,6
"TQRMNOSTUHKLSRCDEIJAH00791891",1,2,13
"TQRMNORPQHKOTNCDEIJAH00791744",1,1,8
"TQRMNOPUVHMLKNCDEHJGH00712837",1,3,5
"TQRMNORWPHMLKNCDEHJGH00712908",1,1,2
"TQRMNORWPHMLKNCDEHJGH00712908",1,3,0
"TQRMNORRPHMOKOCDEHJGH00712909",1,3,6
"TQRMNORRPHMOKOCDEHJGH00712909",1,5,4
"TQRMNORRPHMOKOCDEHJGH00712909",1,6,2
"TQRMNORRPHMOKOCDEHJGH00712909",1,7,1
"TQRMNORUYHMOKNCDEFIAH00714592",1,2,8
"TQRMNOPWWHLMKQCDEFIAH00775733",1,1,9
"TQRMNOSPVHLMKQCDEFIAH00714593",1,3,6
"TQRMNOPPXHLKKSCDEFIAH00775678",1,1,13
"TQRMNOSQYHLOKUCDEFPCH00715600",1,1,1
"TQRMNOQYPHKNLMCDEFPCH00788422",1,1,2
"TQRMNORYTHMNLNCDEGOIH00716715",1,1,0
"TQRMNOPQXHLMLPCDEGOIH00716716",1,1,1
"TQRMNORSWHMOKMCDEGOIH00714157",1,1,0
"TQRMNOTVXHJKKUCDEFPCH00796096",1,1,3
"TQRMNORVSHLOKSCDEFPCH00796097",1,1,3
"TQRMNOQUUHLOKUCDEFPCH00715610",1,1,2
"TQRMNOSQUHLOKUCDEFPCH00715611",1,1,3
"TQRMNOSQVHLOKUCDEFPCH00715685",1,1,5
"TQRMNOTRUHLLLQCDEGOIH00716724",1,3,4
"TQRMNOQXVHKLLQCDEGOIH00789758",1,1,1
"TQRMNOQXVHKLLQCDEGOIH00789758",1,2,5
"TQRMNOQXVHKLLQCDEGOIH00789758",1,3,0
"TQRMNOPSQHKLKMCDEGOIH00789707",1,1,2
"TQRMNOPSQHKLKMCDEGOIH00789707",1,3,3
"TQRMNOPSRHKLKMCDEGOIH00789694",1,1,2
"TQRMNOQRPHMOKOCDEOJAH00714382",1,2,4
"TQRMNORUTHMOKOCDEOJAH00714076",1,1,2
"TQRMNOQRVHJNKQCDEOJAH00795693",1,1,3
"TQRMNOQRVHJNKQCDEOJAH00795693",1,2,4
"TQRMNOPPQHJMLOCDEHPJB00795718",1,4,0
"TQRMNOPQSHKOLLCDEHPJB00790805",1,1,0
"TQRMNOPQSHKOLLCDEHPJB00790805",1,3,5
"TQRMNOPQSHKOLLCDEHPJB00790805",1,6,1
"TQRMNOPTPHKMNQCDEIJAH00792269",1,1,7
"TQRMNOPTPHKMNQCDEIJAH00792269",1,2,7
"TQRMNOPWSHJNLRCDEHJGH00795746",1,1,2
"TQRMNOPWSHJNLRCDEHJGH00795746",1,2,5
"TQRMNOPWUHJNLRCDEHJGH00795747",1,1,2
"TQRMNOSSVHJNLTCDEHJGH00795748",1,1,1
"TQRMNOQRSHLOLPCDEFLID00715106",1,1,10
"TQRMNOSVRHLOLPCDEFLID00715107",1,1,4
"TQRMNOQVRHJOLPCDEGGFB00795768",1,1,1
"TQRMNOPWPHLMLPCDEGGFB00715871",1,1,5
"TQRMNOPWPHLMLPCDEGGFB00715871",1,2,2
"TQRMNOPRYHMOLQCDEGGFB00713923",1,1,1
"TQRMNOQWUHJOKNCDEIKAH00795797",1,2,9
"TQRMNOQYTHLKKTCDEGPDJ00716801",1,1,3
"TQRMNOQYTHLKKTCDEGPDJ00716801",1,2,4
"TQRMNOPYSHJOLOCDEGPDJ00795798",1,1,2
"TQRMNOPYSHJOLOCDEGPDJ00795798",1,2,1
"TQRMNORVRHKOLMCDEGPDJ00789886",1,1,2
"TQRMNORVRHKOLMCDEGPDJ00789886",1,2,2
"TQRMNORVRHKOLMCDEGPDJ00789886",1,4,4
"TQRMNOPQRHKMLNCDEGPDJ00789806",1,1,1
"TQRMNOPQRHKMLNCDEGPDJ00789806",1,2,4
"TQRMNOPXQHJLKRCDEHMHF00795820",1,1,3
"TQRMNOPPWHKKKTCDEHMHF00790569",1,1,8
"TQRMNOPPWHKKKTCDEHMHF00790569",1,2,4
"TQRMNORRWHKLKUCDEHMHF00790515",1,1,5
"TQRMNORRWHKLKUCDEHMHF00790515",1,2,5
"TQRMNOQXTHJMKSCDEHMHF00795821",1,1,4
"TQRMNOQXTHJMKSCDEHMHF00795821",1,2,7
"TQRMNORPVHLLKSCDEHMHF00717441",1,1,5
"TQRMNOPXSHMMKUCDEHMHF00713949",1,1,4
"TQRMNOTVXHKOKSCDEHNHB00795822",1,1,2
"TQRMNOTVXHKOKSCDEHNHB00795822",1,2,5
"TQRMNOPSQHMOLNCDEHNHB00713991",1,1,3
"TQRMNOPSQHMOLNCDEHNHB00713991",1,2,1
"TQRMNOPRWHMMKRCDEIHJF00713799",1,1,1
"TQRMNOTQRHJKSNCDEIJAH00795849",1,1,13
"TQRMNOQSVHLOSLCDEIJAH00718776",1,2,14
"TQRMNOUQVHKLRNCDEIJAH00792404",1,1,13
"TQRMNOUQVHKLRNCDEIJAH00792404",1,2,11
"TQRMNOSQTHJOLQCDEGJBF00795850",1,1,9
"TQRMNOQRVHLNTPCDEIJAH00718801",1,2,15
"TQRMNOPWYHJMOMCDEIJAH00795882",1,1,5
