"CODUSU","NRO_HOGAR","COMPONENTE","imp"
"TQRMNORSRHLLLOCDEGJBF00794151",1,1,0
"TQRMNOPXTHMOLRCDEGJBF00713123",1,1,0
"TQRMNORVTHJKLNCDEGKDB00794174",1,1,1
"TQRMNORVTHJKLNCDEGKDB00794174",1,2,0
"TQRMNOPSUHKNKQCDEGKDB00789306",1,1,2
"TQRMNOSQQHKOKNCDEGKDB00789266",1,1,0
"TQRMNOSQQHKOKNCDEGKDB00789266",1,2,0
"TQRMNOSSRHJOLQCDEGJBF00794108",1,1,0
"TQRMNOSVRHKMLPCDEGJBF00789088",1,1,0
"TQRMNOQPTHJMLRCDEGJBF00794109",1,1,0
"TQRMNOSRTHJMLRCDEGJBF00794111",1,1,0
"TQRMNOQRUHKOMNCDEFKID00787671",1,1,0
"TQRMNOQRUHKOMNCDEFKID00787671",1,3,1
"TQRMNOSXPHJMKRCDEGGFB00794128",1,1,0
"TQRMNOQXPHKOKQCDEGNFJ00789551",1,1,1
"TQRMNORUVHJMKSCDEGNFJ00794130",1,1,1
"TQRMNOPXTHMOLRCDEGJBF00713123",1,3,1
"TQRMNOPXTHMOLRCDEGJBF00713123",1,4,0
"TQRMNOTUQHJMLRCDEFKID00794152",1,1,1
"TQRMNOTUQHJMLRCDEFKID00794152",1,2,2
"TQRMNOPPSHKMLSCDEFKID00787579",1,1,1
"TQRMNOPPSHKMLSCDEFKID00787579",1,2,0
"TQRMNOTWRHKNLTCDEFKID00787661",1,1,0
"TQRMNORUXHLOLSCDEFKID00776156",1,1,1
"TQRMNORXYHMMKSCDEGLDF00712464",1,2,0
"TQRMNORXYHKOKOCDEGKDB00789156",2,1,0
"TQRMNORXYHKOKOCDEGKDB00789156",2,2,0
"TQRMNOQRVHMLKMCDEGLDF00713627",1,1,1
"TQRMNOQRVHMLKMCDEGLDF00713627",1,4,1
"TQRMNOUXPHKLKNCDEGLDF00789418",1,3,0
"TQRMNOSRTHJMLRCDEGJBF00794111",1,2,0
"TQRMNORVPHMMLUCDEGJBF00713610",1,1,0
"TQRMNORVPHMMLUCDEGJBF00713610",1,2,0
"TQSMNOQVTHLMLTCDEGJBF00716239",1,3,0
"TQSMNOQVTHLMLTCDEGJBF00716239",1,4,0
"TQRMNOPXPHJLLSCDEGJBF00794112",1,1,1
"TQRMNOPXPHJLLSCDEGJBF00794112",1,2,0
"TQRMNOPRUHKMLSCDEGJBF00788920",1,1,0
"TQRMNORVQHMNKSCDEIGED00709686",1,1,2
"TQRMNORVQHMNKSCDEIGED00709686",1,2,0
"TQRMNOPUYHLLKUCDEIGED00718018",1,1,0
"TQRMNOPUYHLLKUCDEIGED00718018",1,2,2
